nama wisata,lokasi,kabupaten,provinsi,url_image
Gelora Permata Hijau Waetuwo,"Cirowali, Wae Tuwo, Kec. Tana Sitolo, Kabupaten Wajo, Sulawesi Selatan 90951, Indonesia",Kabupaten Wajo,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKkw-EHpiMRmeuV6cLfJaGzeOnK2lr-lAV5skBwhcKH42NIxQllfGx1ayeHsuX860EeUcyCIU7oIqHP_0EwJP92W7ImKnV1CUHMEBqmQ19n6dKIcw6F8VFHwxbWcPPAErIcjdU8A=w1200-h800-k-no
Kampoeng Mangrove Ra'ra,"9VR8+89C, Kabupaten Jeneponto",Kabupaten Jeneponto,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6BRdSiC5zOuNo3GF_-75lp-JawHqMAOIvpIspXjESY9PFZApM5dVyEuZK3KKGR-o3kIkJhW3m3s7wNdfbIxb5H9M_kq3Rxt0XEpidjFYny1p2Qx0o8oQx84u8RpLXBG0I0B2g=w1200-h800-k-no
Air Terjun Kogawuna,"HMG8+QGX, Lakologou, Kec. Kokalukuna, Kota Bau-Bau, Sulawesi Tenggara 93758, Indonesia",Kota Baubau,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjLzZilZ23oWeR21jJLt7zalZIGJo7T3TizhBwdG2Ie5U8u-6x5cfvezefNV6PEPRO7XQAhXtQozMdQeYwfFAMRcQs_uQ9rflBfrhLANKDO2S_DTpc2XhqYwg0AjSazcu1rMob=w1200-h800-k-no
Muara Maros Baru,"XGX3+V46, Bori Masunggu",Kabupaten Maros,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6klNlgXIR3pG9xtu0YwpXUOvef2VHsK-s_OSH0sQogcnGNJYYGEaKM1xe3bsIBpZC7KmGv7OiRbnctElxG--oTX3MnlyHuJu9MbcQUM5FhpSSkHNIKyUvpnabt0HqczbnFtZH=w1200-h800-k-no
Kamali Boneaka,"CF8X+W95, Jalan Abdul Azis, Dodung, Kec. Banggai, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",Kabupaten Banggai Laut,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8GdzgyOa0SPG0LR5U_Dfk7V1xjxj26R0S6NC82viK70YmWstscU_FST_YJ_db3NObYicTSUTAqngIEwgGSuGFM0fxDhaG_Rvud_6ESjSPBkmnHoN09rT1FRpTOl67yQzmCskqbQ=w1200-h800-k-no
Bendungan Bettu,"G44F+JV4, Bontoraja, Kabupaten Bulukumba",Kabupaten Bulukumba,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGF6KX3BzIlzIs93LJOiL-dqPBStReBd0rLshQDZcqNFRrIbXMRlLCXTeS8LdK4NPxdfSztYtVqb7sjRDB3coPrdvDCpxV3H-UsNFBY7OhfljVQp-3exA8oMmV3jw0hEAnKN22Qow=w1200-h800-k-no
Pantai Enu,"Pantai Enu, Tibo, Sindue Tombusabora, Donggala Regency, Central Sulawesi 94353, Indonesia",Kabupaten Donggala,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-V6zpU2GPcgaVNtDAffibM1f-1bDQsylXeNEIPxMlFDKpyll9eoN8QO6YPpWd1ZV_Hlxx6Yfv798caNkX5MoGde1Q78wG9Pt4_qmaroMgcV1st_qpF-wGawlU0uL7ZqofEWGS9eLzLX7Z=w1200-h800-k-no
Lereng CInta,"X57J+W9M, Jl. Andi Bintang, Mawa, Kec. Sendana, Kota Palopo, Sulawesi Selatan 91921, Indonesia",Kota Palopo,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHctVq9Zj0JePwGR2I3Zri8fmLLbICOPO99kc3aPSsQ-9lMJ33qWHwvEuXhNaM3pSxZSva-8LLeZCwvOpImWguKY8gMUKiGJwDJ02wlqFLx7Nln24Mocslbv7tu4L5XKD-afTMw=w1200-h800-k-no
Alun-Alun Pantai Seruni,"FW2W+767, Jl. Seruni, Pallantikang, Kabupaten Bantaeng, Sulawesi Selatan, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAENOad4Ij_2UpaennEyM3N8H7LL6Ai2oBouY9blP3vSMqIjnlmtqS7D7VnbcVQC6-gpfPkxtAnYKxy1kTg92pPBhDSIWHXzGP3KckoIHIzfu6JBQXvgcAXiDkMjXcNhpOz6s19x=w1200-h800-k-no
Air Terjun Depa',"MP62+Q8, Bontomanai, Kec. Bungaya, Kabupaten Gowa, Sulawesi Selatan, Indonesia",Kabupaten Gowa,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELaREaRFXnw76v3mUq2IdPkiUzfxzd-GvfDXs6MtQoiZmwg8Xr2vzdriuHdF2DjQeocZ3WMXezsceatYhhBCMsl1Xn3WDt7lqAMw_H6oO_KP0pw3Nl058cp2IAA0RoSxEX1jA2Smq-mRrs=w1200-h800-k-no
Buntu Gallang,"GVRW+2G3, Eran Batu, Kec. Buntu Batu, Kabupaten Enrekang, Sulawesi Selatan 91753, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGW7wpAkxUjUiQef0Qbrihguw3UnVG7cmT74fIVipa9Fk61A0CdpzrOWBdyGnnjy51HuQ2O6hmkaTfTST8EEQL9CyhlWUZ90Xd3VWehzP0JSsxZfXv9EjGb6VK15wgiyfznz6U=w1200-h800-k-no
Telaga Biru Ere Merasa,"F8XV+P5R, Benjala, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaR0Fmt2VkN1He8QN8crpmLTR1wqTmIhsYFUSvYy-lO5Iowk-bqRIp3KOyr7vlvqolV_HhGCj6d5b8MgJrZporWIObJV4v1j3h18t0F4jVvjal9WlhtR0dO_drnYjh5f18mw0N=w1200-h800-k-no
Pantai Membuku,"Pantai Membuku, Sulawesi Tenggara, Indonesia",Kabupaten Buton Utara,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0CNwcyRVUR3U-verDfi8sdGy1PUkTRt7FSO5xfOXDWqC6rjk8y-LUJ9cqR0YhDuoJyuwvQ3M1cnGAt1-w-uqgAK_wV-Ao7C_IqDZJfKrqr-oheXCrTQlGPmyPwM1Y_n4dbHEs=w1200-h800-k-no
Pantai Salokaili,"C8MG+9HF, Dusun salokaili, Baras, Kec. Baras, Kab. Pasangkayu, Sulawesi Barat 91572, Indonesia",Kabupaten Pasangkayu,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFV1wzS7U6dmiGWQ4SzQK57e-LXoKF0IxTFhBqnckzP5dZCS5h1M06zgvhMWwPmm4sgz4fvUsTnU4CB643x8Iv2Zgp2YmbjxYH_oRP7zlJDiuvnXSGmwN11zcLt9P5YFPPVFHojAg=w1200-h800-k-no
Taman Kota Sengkang Kabupaten Wajo,"V27H+W8G, Jl. Sungai Walanae, Maricaya Baru, Kec. Makassar, Kota Makassar, Sulawesi Selatan, Indonesia",Kabupaten Wajo,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQFk9X2OusPHJ6Oikn7S3niSkTQkk1tHAAk41dGcHzhbNnVdwUv02Px837xhGI5ErQR2kbRadHkraCcJY5-P6SxbQdmGbOn3mFIVdQBcNNNCeNgtM63CgCs8b72QZz1viZ6RKPqw=w1200-h800-k-no
Taman Gazebo Pangkep,"5H62+G93, Padoang Doangan, Kec. Pangkajene, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90614, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERuakHh1e-fhXVaRPKJ1MTyM-Ib8Dj9ej3B95VDshanIOx9a5YzgsYnNd7KPt4UeUKEJ-gov8kOveCzhSObqodKSYpHJG_ZRaoRNW3FDdUhZ2wp6ctsYmHa1DVDW6WR0A5cutL=w1200-h800-k-no
Kampung Kreasi Lowita,"Jl. Poros Ujung Lero, Wiringtasi, Kabupaten Pinrang",Kabupaten Pinrang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxcJGeBbTnbfXmL7_MAjiwvVi5k7G9twgwFwrI4gPbb1JXnePgyTlXAUzrbloQir-Z20Roj-T7I_VpHrWdxKDoV1qpsaVPFRBxv9ohHiXXm4vBRAdBsRc_0OmapZOEbCmQJuKk=w1200-h800-k-no
Pantai Tumpaan Sawangan,"Pantai Tumpaan Sawangan, Unnamed Road, Ranowangko II, Kecamatan Kombi, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcM1dfW8NrPSwwTEDAXoq1muuUt8_GH03xVY4FDnsLhifBBoJKMqzSpmfh1YgpCRYwy0Y9sFSl8ws5K5u8Vk8pqAnRayYFGb_MjNDNSQQu-WuRAPOhba1bbvpQSgsjyUgp-aV8=w1200-h800-k-no
Pariwisata Riverside Dinamunen,"Jl. Tol Manado - Bitung, Rap-Rap, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Utara,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElUZsAo1f2DBQKQ5QNK_4ekbpS21ZF8YIOy3KC3pmKNJQgukOnkh1ktLoA7rxVHTQFPn5Fgb8sIQi_fTXpJTvlRhpEa8bHJXKZwqUXcEJ7_Q2sb6FpVXZXxrdUopmoKKiaYLC-=w1200-h800-k-no
Morowali Sampoddo,"X62F+GVX, Sampoddo, Kec. Wara Sel., Kota Palopo, Sulawesi Selatan 91959, Indonesia",Kota Palopo,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMALYw3ykr_dkj6HNZmIwPnOakj6QwtID5eeHB0G9CHFAOgycT2DgeO-_PxrnnhkFgJ5LLmxmD5PBZEqpx68wEnqVoc_5S3bcquH1DzqfbPKAXl1M38WwSLUWjqiPv7uKjVVcz=w1200-h800-k-no
Permandian Zahara Wisata Papandangan,"J9R2+WG, Papandangan, Kec. Anreapi, Kabupaten Polewali Mandar, Sulawesi Barat, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_Txattx96FRzB4_q56S-7AYP9UkQaueTuWwqpeLjuT9BRmfy2ZlaA7MxqxvaCjQ_8ytkZ810BQ4spY6J7JmuoXsf_4qr62rGT83GL15dK5mTpDZE-xnmEF7_RvPuxLpHbypLd=w1200-h800-k-no
Batu Miana,"Unnamed Road, X6G7+FWH, Tumbu, Kec. Topoyo, Kabupaten Mamuju Tengah, Sulawesi Barat 91563, Indonesia",Kabupaten Mamuju Tengah,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnJLfYkDEjc9w5DDouXhiA2Aea1JhtZ3hDpnwYBMLFINtKO4s55d5bCouY4hdN82v9xybF86w7mHIQJBznQ7XADDByHIes-kepl7CR_eKLshxCW8fJ5MN6TpbhN5d4quCMqyI8=w1200-h800-k-no
Buyu Balease,"Buyu Balease, Uraso, Kec. Mappedeceng, Kabupaten Luwu Utara, Sulawesi Selatan, Indonesia",Kabupaten Luwu Utara,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWnYIeBgwFl492Dr0R1MAA1_mDpDokuaxuhhGiouS7PyRC_Ki39tDa0kuAJbr1Yn7ObT5QeZL1yeiyXhD-VGBQnBKSpWke8NXzkdimh4jSd2fvH0-r9dqfIC2BOHQ3-Otmlq6L=w1200-h800-k-no
Gunung Empung,"Gn. Empung, Agotey, Kec. Mandolang, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgRjzgSU8TZpQj9B7pBGlvU9xZWd0IsmSOMcPuW44yJDx2uxfRpOecE6U4jpuMxVb1KAsrFWlsf0vJekEyIShYqBwqIiYyMa2yxQgml15SwCR2pxwM-Z88fICAQNlM0p41CNHmUw=w1200-h800-k-no
Bukit Rongi,"FQF2+HQG, Sandang Pangan, Kec. Sampolawa, Kabupaten Buton, Sulawesi Tenggara 93753, Indonesia",Kabupaten Buton,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQvYT4dNjw2qld38fK6-KlLrfaczGVnUGcaA6Duu472gVHbC6XdX5tFG9PsATqgWLEgXpn0dQDbrQKIEhiOWsA4L1KLxnjirfLJvDIg9C_eG_L7KezBKvtBlTdZ5jNgolSIHqadQ=w1200-h800-k-no
Bendungan Ponre Ponre,"4XQQ+28F, Ponre-Ponre, Kec. Libureng, Kabupaten Bone, Sulawesi Selatan 92766, Indonesia",Kabupaten Bone,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEviMCkqzOUHM8bF9vBwl1EMmLWw4L3-y7-PQ1Ps9gp3Tyl5CJ2yddXIDShMXEgZtvdXyvYO5sSj3UvQyBG0ALYwgn-l9Nv6kZscHsZmD-0Yhu0Ff1fV4e69n9DV7Dvtktzjlyk_w=w1200-h800-k-no
Pantai Teletabis,"485R+8H3, Boyonpante, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJdW_nys_iM_5xRxSTeNSUKgwv-wUzsLWsCTobocKNQewoLXlgVVkGahYEZxEVapPt0rRSxrPtZ654wjovx3z4Nr9cRbSNzgTdoPe5ruNNQvbHQCNa7r5ClPM1gVwastFrKqvbMQ=w1200-h800-k-no
Museum Buntu Kalando,"RW.lobe, Tongko Sarapung, Sangalla, Tana Toraja Regency, South Sulawesi 91881, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpYXNlRu5fFqL1yqE5Il2-I-mFOsoUqcHidrwQ2S2qybuGBBjgXCn4p56ekRx6zwN1AVc50hMifshVCbf-4t5HngbqVUa6pEFxd9LPGRu76M-d3Q64vzEdqFIFC0N8dVWaZEQKXA=w1200-h800-k-no
Pantai Raha Morowali,"MRGM+PM5, Jl. Poros Mendui, Larobenu, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94976, Indonesia",Kabupaten Morowali,Sulawesi Tengah,https://streetviewpixels-pa.googleapis.com/?cb_client\u003dmaps_sv.tactile
Air Terjun Saliu,"VR68+68H, Bonto Somba, Kec. Tompobulu, Kabupaten Maros, Sulawesi Selatan 90561, Indonesia",Kabupaten Maros,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5Q1hCpHt_o_9XaIUMbngNzsFoLo7ZHQYxE0MSqcgsoETy4r1qf2uerpGEobfzALpdLzOXa9ZeLcFd5y86T4D86-_pF0y2o5df6BX1MUWufJvmJR9IlzXg2CE2OY9XkhuTvcsC=w1200-h800-k-no
Siuri beach,"Jl. Tonusu-Meko, Toinasa, Danau, Kabupaten Poso, Sulawesi Tengah, Indonesia",Kabupaten Poso,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBeihBr2HbZXg-g5dZlCmSoqREqpIan3jKXccKzNfhcNWD-K3xr1wBbi-ovG212kWkCwatMSq2NmwAPN5Z_8ypyZOLOklpLDBPUC9x-jr3ZnDdwaJIAT7D7pLUkAquaicmjxKIdA=w1200-h800-k-no
Rental Mobil Gorontalo Talani,"Jalan Sultan Botutihe No.62, sumur bor",Kabupaten Gorontalo Utara,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdxBHuOYnibRuH79jMmOBZWrTwJ9BbbgdFTkDPyv_TCgR_IE6kG7MWSqPBWy7CocznlVJsev6CTytDYHjbCnTVZ4PZg2YugJ7QKQ0XlHHelittbeadpNs-NsL0GMob7Aw17P0R=w1200-h800-k-no
Air Terjun Sarambu Bittuang,"3M23+C5P, Patongloan, Kec. Bittuang, Kabupaten Tana Toraja, Sulawesi Selatan 91856, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGY9p79gXX9GqUEC7rjZEpKsPkJXNWKdCAyu7yIWZIIrhHd5xaAuujZnbsWiEQjoDB894aVXJTZEQlkeN5AZZbOw4-32vzO9FCvZ-UHIMKCdUC5Tr1hmjoqaQcXGBekez60Na62=w1200-h800-k-no
Puncak Lestari,"P28C+W26, Unnamed Desa, Tapaluluo, Kec. Telaga Biru, Kabupaten Gorontalo, Gorontalo 96181, Indonesia",Kabupaten Gorontalo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUnYCawabPwnqght_-C7X7HEYudiuhL39sNSakWRt1c6UYtOZ2JsxQD-xtIRJF7_noT6-d93zjqNTrWfNKkHWHPNjCRGfTALa53lcJ2l6ZTKkaVOhupc64dHT_qiCLVlRMLb9s=w1200-h800-k-no
Wisata Kelapa Muda Sabda Alam,"CW72+F4W, Jl. Poros Jeneponto Bantaeng, Tino, Kec. Tarowang, Kabupaten Jeneponto, Sulawesi Selatan, Indonesia",Kabupaten Jeneponto,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsY1hdw0u7Efo2wJx0l4tx00UiAEDAz_PeonM6GTVaGLSjeEBxccruYS-Z1O1Hqj4SCI8qgBgO21YJgXauJPDWd2prQWU4cYf_0RPXpdz_Oxr9_jfhAfC01cFUCyFqW4QhrHE=w1200-h800-k-no
Boulevard Pantai Kambiow,"5HQG+8H4, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9JwShtl05FS5cGn8P1M4fTi1ALQi0lFJnqafhDnmVDMV2DWOYDNvZBJAL3VyH9Qx5kxx0aiRGWTWSQqsi24WyvJoudTiDDFkXMttLe3fI9qcQdQkT1rZ5TDoVn701vULr35cw=w1200-h800-k-no
Wisata Istana Karst Ujung Bulu,"Unnamed Road, 3HQX+2FJ, Bontonlempangan, Bontoa, Maros Regency, South Sulawesi 90554, Indonesia",Kabupaten Maros,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHoQNxAJ_F0jUMepmygadYmW1wTkY-OFKL-061PX0jQawQyXh-ZhcaZCEbz0-GoMvizTrmxkROTFIxdfzVpFS6s42AJFr2uv9Cj1o5GFfxCfa1Q8LfTssEwwUyixJVI4or3-OXK9w=w1200-h800-k-no
Jl taman gunung tumpa,"HR7H+QM7, Tongkeina, Kec. Bunaken, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjbDsP_hMtchMuUIq2u51AJCBk32LQ6uHieIo19N3I839_Cb7ASq3kFk7faGN6V2hYrwjx9iMynQV_flsKQtxVf5VV622VVhwvkRk5KoEvWQPEQR4TOUEGsCG4vpt9cIP2u2VGUQ=w1200-h800-k-no
Tempat Ziarah Bukit Pena',"X8PF+RXF, Sepakuan, Kec. Balla, Kabupaten Mamasa, Sulawesi Barat 91366, Indonesia",Kabupaten Mamasa,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKqP_mF2mxkbmMx71OUTRXaApHdTDMghagH7Oh5Y6A9IcbNEJnIKVQo_AHrECazRtQ2m8pCUtj308QwKRoibjEZHLSILljp8pXVJUWnJ2_XW-AJWY0y21sFQdR3CvQb_p-5kQn=w1200-h800-k-no
Pantai Harapan Pajalele,"FFWH+6P, Binanga Karaeng, Kec. Lembang, Kabupaten Pinrang, Sulawesi Selatan, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGECScRLafvPNtLOjylbwRdOQeYr3DgFK1hievwkH3GWhe2hMMoZ33OG2gGilvtx84HM9qNe8Lf9TgFWkWFQFbK-MdlHBeg2ti9at4I2IAUEI3IwgqR3FNrmQQgvrqIhkk7EgWjFw=w1200-h800-k-no
Kawasan agro wisata desa Kassi,"Kassi, Kec. Rumbia, Kabupaten Jeneponto, Sulawesi Selatan, Indonesia",Kabupaten Jeneponto,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDRjxdbKCzxZ2jlvLOVGSqJ4Q3hP0nh1YSf9L4Ac-gr4I0J2QoXSSpp67s5uspGnFyt-THMJYcQAKRy72I1mldGTmrG1x5UE8n6ftjsqcUWBh60L09qFuaURcVXHIugnbqNCt6vQ=w1200-h800-k-no
Pantai Seta - Seta,"Unnamed Road, 8J8C+V98, Poreang, Kec. Bone-Bone, Kabupaten Luwu Utara, Sulawesi Selatan 91966, Indonesia",Kabupaten Luwu Utara,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGE0C-QLE0d3DvcsZsS2qKpX6DcHTBd-zC9s1t900igjPbSTJFNJKV2TAzk0Q0BVhFkX5_VxJoNLs5NVlrdMdfXwNI-MhH45yYV-_FJjUsIReTLTzvEKoqUo3uYPjo2h1dUzkhN=w1200-h800-k-no
Wisata Pemandian Barakati,"GXRH+XJC, Barakati, Kabupaten Gorontalo",Kabupaten Gorontalo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAErcU1y3vIoULpXbDbCI-ZZKhiQ_QeU-jLu7LNCoyzoef93hHOnaHzlMpvc4VOqSo5hSkSyQLb1x_BsCO-b_fzeBnpueCQ8LFZknpPt1QhhMBYrj1Q7VLmbuykixC4TTgFjfnSK=w1200-h800-k-no
Air Terjun Laumarang,"3Q66+5X3, Hanga-Hanga Permai, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94711, Indonesia",Kabupaten Banggai,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGl6yRDpyoO8rv1zUfXDaOlpyHQsZlAhTh6jBSvLkp3pYHTZt1hOpwpmEYXs6StiU_hUL8Pvp2nh8vsdbKlWGHOUnYalW7FWuh4hwbSs85EmeQLMWhdh_950E31x8jagjcDsl4QiNqU6cQ=w1200-h800-k-no
Wisata Buntu Kepa',"Taupe, Kec. Mamasa, Kabupaten Mamasa, Sulawesi Barat 91362, Indonesia",Kabupaten Mamasa,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpChE8S3sFpNAIRq6N2VU6XyWFW8g0zi1wBnGrmDwWIKNoKjJlg1I3KkbftBZnJuLKUm2X85iMyg1lXj1WV4MYCgoznA5WPTwGiNxBplOlxIwPjppwNI_qKUfD1KC0TijIZ-VU=w1200-h800-k-no
Pantai Jodoh,"W7VX+CGQ, Kec. Kajuara, Kabupaten Bone, Sulawesi Selatan, Indonesia",Kabupaten Bone,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHi32HFSQS6r7ZN4A75ZMHqwWDwsyFXhN_8drG0hCrY9flJCN849awJ99HZX5IspNIl2eTqOjpg93VVb-Efu7SXH0yBhGTG0U1MnPfs3kXBczQXoR3ZNhb7hRKMjmy14Qqhlld_=w1200-h800-k-no
Wisata Panjat Tebing Batu Dinding Kilo Tiga,"5H3H+CGF, Buyungon, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHViVBZ_Y5o967QO4p_GneLje_7SIHHziVpCmEtX5JGuN5uJHYHcXSTexun58vSSpOGLFT_PJlbVUzjlNVTticHx-s_1EzLVrTtiS6ZGvak60LepEyCZwO_eIb3_KUpU-sBKZ8DUw=w1200-h800-k-no
"Air Konde, Pasan Wawali Minahasa Tenggara (Jalan menuju Air Konde)","2QRX+VVX, Wawali Pasan, Kec. Ratahan, Kabupaten Minahasa Tenggara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Tenggara,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdMYfrGu6Dt49Mz3X1JmUSvbWPu17GMixXSO4IOzO70Mi9DYKea7w7M9P-r4rCZgf4B2ADggqePUXxdXxOzufU-8E5JIe-TmxqLFZrCIgTgnP9N2l6jbD7-wrj8M_-x_t4ltui=w1200-h800-k-no
Objek Wisata Rante Sirrin,"3W86+RXJ, Jl. Poros Parinding - Bori, Bori, Kabupaten Toraja Utara",Kabupaten Toraja Utara,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfrNwnVvM1j0liRHC4Xcj22l4TOQjfTdmpDpE3A7kN1XTB_rHxsSz8trA5i-if1cneBpyhmyEDwM19Mup_8j66n-NLO52Nye2jjxwqj-mvQOt78ogvwyeCukTtFYvX-pfd6sM=w1200-h800-k-no
Pantai Kayuangin,"XFP3+5R4, Desa Liku, Samaturu, Kolaka Regency, South East Sulawesi, Indonesia",Kabupaten Kolaka,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFijF1rsn0oCwZ_tO8MtTpjEZ19qmGIPDupW72Ju2O0QX2OoTbkhLXqlfBMaDB95jJwGY-bxMZQJNDekzXDSJqARqAko7lFAAtiRsXpOxlnz9czez2DKT1cRBTzM8-Yx1-AyOSE2MLZFKwF=w1200-h800-k-no
Birtaria Kassi,"Birtaria Kassi, Tonro Kassi Barat, Kec. Tamalatea, Kabupaten Jeneponto, Sulawesi Selatan 92351, Indonesia",Kabupaten Jeneponto,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTcEn2Ykghdi9BQ1Imsbz-dFT7GllsMTLhUOhQmCnb4c-8_2fos5_HKFCehOiA5jmMdRbOHnY6OLL1DJCsa1JXHWP_4LXyUboAsrNPenovjB4zZl19ZGm4_vA2UnjGdQIR9tnxfQ=w1200-h800-k-no
Lakadao Beach,"8RH6+44C, Selatan, Burangasi Rumbia, Kec. Lapandewa, Kabupaten Buton, Sulawesi Tenggara, Indonesia",Kabupaten Buton,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgroNJKF-q5atP0rPkbigngdGteQtQbd6YCUWjjQiVwsQ8kts3sJKdgPO2UwW6kwyUl7iOGL8v9TpOqta1OM_E4V5KBN5OIc03AGWh58mwCoAvSA5sO9QbqzBaapECMvD0XBZ-Gw=w1200-h800-k-no
Air Terjun Taipa,"Tompobulu, Kec. Tompobulu, Kabupaten Maros, Sulawesi Selatan 90561, Indonesia",Kabupaten Maros,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGr3TZVnyjnERz8qbLtFA4rNwwmIjqx7A81TUkPcddzY8AWLFFeQyCEIDwsKqV6wjaFl1k5z9waA4XN25pMmmnmcFpD2pOdvm13l_wWofZGOcRoHidez4PGz0cNjLhGh1tAaC51=w1200-h800-k-no
Wisata Pondok Kelapa,"Apala, Kabupaten Bone",Kabupaten Bone,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0ZhWJTT8F2NHSbfQkFVqSpnOHjAKCFE6HvBFCJBR_64se5vCXRX63dTExxDXjG9L21-5r-g7ZnizUE8oLDKG6CH0E6TYSf12UQbWNlpX8iMwTzfv_p0u0A9Qau6RWNqALiCE29A=w1200-h800-k-no
